,Name,style,IBU,ABV,Description
1144,Peach Dodo,Sour - Fruited Gose,12 IBU,4.4% ABV,"This German Gose is bright and frisky, tart and saline, and dances on the palate with punches of peach. Thirst quenching beyond all imagination. Peach"
1146,Zen,IPA - Session,45 IBU,4.8% ABV,"Zen is balance, the clear morning air, feeling the flow. Zen is purpose and determination and detachment. Not bitter, but hoppy and bright. This Session"
1147,Panther,Porter - American,28 IBU,5.8% ABV,"This malty yet sneakily smooth Robust Porter simmers with tones of milk chocolate, carob and light molasses. Panther is a svelte creature of the night"
1148,Cheetah,Lager - Pale,6 IBU,4.8% ABV,"Cheetah is an agile, easy-drinking Lager. Bright, light, with a tinge of malt and citrus character, this brew is crazily"
1149,Saber Tooth Tiger,IPA - Imperial / Double,95 IBU,8.5% ABV,"Prehistorically hopped Imperial India Pale Ale that attacks the senses with potent notes of papaya, mango and peach - yet it finishes its prey (your palate)"
1150,Streaker,IPA - Rye,60 IBU,6% ABV,"A crowdsourced Rye IPA dry hopped with Citra and Mosaic hops that race across your palate in a lively, yet intimate and wildly exposed jaunt — flaunting"
1151,Pure Fury,Pale Ale - American,37 IBU,5.7% ABV,"Intensely hopped yet restrained, bright and tropical fruit forward American Pale Ale with Amarillo, Mosaic and Cascade hops. An essay "
1153,Mosaic,Pale Ale - American,45 IBU,5.6% ABV,"This single hopped pale ale detonates upon the palate with a brilliant array of dank, tropical fruit, grapefruit blossom, mandarin orange and blueberries."
1154,Press Tart,Sour - Fruited Berliner Weisse,8 IBU,4.4% ABV,"Brewed in collaboration with the gaming gurus at 16-bit, Press Tart is a Berliner Style Weisse Fruit Beer bramble-smashed with marionberries and blueberries."
1155,Crash,Pale Ale - American,44 IBU,5.4% ABV,"An explosively hoppy pale ale, Crash combines potent aromatics of Azacca, Equinox and Cascade hope to combust with tropicality, citrus, peach, tangelo"
1156,Andromeda,Pale Ale - American,48 IBU,5.7% ABV,"We've unchained the single hop harbinger, the Galaxy not so far away. Andromeda casts a constellation of flavor, illuminating the palate with notes of"
1157,Puma,Pilsner - Other,40 IBU,5.2% ABV,"Elegant and subtle, this hoppy pilsner balances bready malts with striking noble hops. Puma pilsner pounces with golden brilliance as floral aromatics"
1159,Stryker,IPA - Imperial / Double,100 IBU,9.3% ABV,"This Imperial IPA bellows with dank, resinous citrus and flashes of passionfruit that gives way to an ever-evolving bitterness while remaining dry and"
1161,Ink,Stout - Russian Imperial,57 IBU,11.8% ABV,"Deep, dark intense roasted malt, coffee and chocolate notes resound deeply in this impe"
1162,Penguin,Stout - White,33 IBU,7% ABV,"Our Blonde Stout Penguin debuted in late 2015, a collaborative effort with the West Coast wizards at Three Weavers Brewing Company in Inglewood, CA. A"
1164,Gingerbread Stout,Stout - Imperial / Double Milk,55 IBU,9.2% ABV,"Brewed with baby ginger from Casselmonte Farm and wildflower honey from Bearer Farms, Hardywood Gingerbread Stout captures the terroir of central Virginia"
1165,The Great Return,IPA - American,70 IBU,7.5% ABV,"Bold, resinous and bursting with bright grapefruit aroma, this IPA is a tribute to the decades of hard work by conservationists to restore the James River"
1166,Singel,Belgian Blonde,30 IBU,6.2% ABV,"Unfiltered, unpasteurized, and uninhibited, Hardywood Singel is a feat in balance. Sunshine golden with a fluffy head and a veil of Belgian Ale yeast,"
1167,Pils,Pilsner - German,35 IBU,5.2% ABV,"Crisp, clean and incomparably quaffable, Hardywood Pils sparkles a brilliant shade of gold with a rich, cloud-white head. Hand crafted with only the finest"
1168,Bourbon GBS (Gingerbread Stout),Stout - Imperial / Double Milk,55 IBU,11.5% ABV,"Hardywood Gingerbread Stout, described by BeerAdvocate as “freagin’ Christmas in a bottle,” is an imperial milk stout brewed with vanilla beans, cinnamon,"
1169,Raspberry Stout,Stout - Imperial / Double,55 IBU,9.3% ABV,"Dark chocolate malts with a hint of raspberry finish, like a sweet dessert after a five star "
1170,Peach Tripel,Belgian Tripel,25 IBU,8.2% ABV,"Hardywood Peach Tripel displays a voluminous head, a sunshine golden hue, notes of white pepper and honeysuckle, and is refermented on over 50 pounds"
1171,Virginia Blackberry,Wheat Beer - Witbier / Blanche,12 IBU,6.8% ABV,"A Belgian wheat beer brewed with a touch of rye and a massive addition (over 1,000 lbs. per 40-barrel batch) of plump, ripe blackberries grown by Agriberry"
1172,Farmhouse Pumpkin,Pumpkin / Yam Beer,21 IBU,8.5% ABV,"Brewed in the style of the farmhouse ales of Belgium's southern countryside, Hardywood Farmhouse Pumpkin utilizes a blend of rye, wheat and barley in"
1173,Bourbon Cru,Belgian Quadrupel,18 IBU,12% ABV,"Hardywood Bourbon Cru is brewed in the fashion of the abbey quadrupel, the grand cru of many of Belgium’s revered monastic breweries. Bourbon Cru displays"
1175,Christmas Pancakes,Stout - Imperial / Double Milk,55 IBU,9.2% ABV,Gingerbread Stout (GBS) refermented on 
1176,Bourbon Sidamo,Stout - Imperial / Double Coffee,55 IBU,10.3% ABV,"An assertive Imperial Stout aged 12 weeks in bourbon barrels and conditioned on custom roasted Sidamo coffee from Lamplighter Roasting Company, Bourbon"
1177,Bourbon Barrel Raspberry Stout with Vanilla Beans,Stout - Imperial / Double,50 IBU,11.5% ABV,"A dessert beer to the core, our Raspberry Stout is truly a feat in decadence. Loads of chocolate malt, cacao nibs, and local, late-season red raspberries"
1178,Capital Trail Pale Ale,Pale Ale - American,50 IBU,5.6% ABV,"Brewed with Falconer’s Flight, Willamette and Mandarina Bavaria hops, Capital Trail Pale Ale invigorates the palate with refreshing notes of citrus and"
1179,Trickery,Stout - Imperial / Double Milk,65 IBU,13.5% ABV,"Imperial milk stout aged in apple brandy barrels for eight months for a smooth apple brandy finish. Warm caramel, blackstrap molasses, and chocolate covered"
1180,Hopkeeper,IPA - Imperial / Double,30 IBU,8.5% ABV,Hardywood Hopkeeper is brewed with Virginia-grown pale malt from Copper Fox Distillery in Williamsburg. Our Double IPA is hop-forward and approachable
1181,Rum Barrel Pumpkin,Pumpkin / Yam Beer,21 IBU,12.3% ABV,"Hardywood Rum Pumpkin combines the nostalgic flavors and aromas of autumn with a soul warming, blackstrap molasses laced finish that can only be achieved"
1182,Tropication,IPA - New England / Hazy,10 IBU,7% ABV,"Smooth, bright, and super juicy, Tropication is an exotic escape from the daily grind. This mouthwatering India pale ale features Centennial, Citra, Mosaic,"
1184,Foolery,Stout - Imperial / Double Milk,50 IBU,14% ABV,"Foolery is a huge Imperial Stout aged for eight months in bourbon barrels. Massive chocolate, vanilla, and caramel flavors are preceded by aromatic hints"
1185,Cuvée Peach,Belgian Tripel,25 IBU,9% ABV,Hardywood Cuvée Peach is artfully blended by our barrel master from small batches of Peach Tripel aged in white wine barrels at varying levels of maturation
1186,Speculoos Cookie Butter Beer,Golden Ale,25 IBU,9.5% ABV,"This delectable treat is an Imperial Golden Ale with toasted coconut, whole vanilla beans, and milk sugar that will have you daydreaming of the jar in"
1188,Bourbon DIPA,IPA - Imperial / Double,80 IBU,9.4% ABV,"Hardywood Bourbon DIPA is hopped with a heavy dose of Columbus, Cascade and Summit hops, fermented with an abbey ale yeast that imparts some subtle tropical"
1189,Optimal® Wit,Wheat Beer - Witbier / Blanche,15 IBU,4.9% ABV,"GABF: 2013 Gold, 2015 Bronze, 2018 Silver in the Belgian-style Witbier category. Unfiltered Wheat Beer with Orange Peel, Coriander, and Grains of Paradise"
1190,Monumental® IPA,IPA - English,57 IBU,6.7% ABV,"Monumental® IPA has flavours of citrus and pine resin and floral aromas combined with a malty caramel background. This IPA shows a delicious, yet elusive"
1191,Porter,Porter - American,45 IBU,7.2% ABV,"GABF 2015 Silver, World Beer Cup 2018 Silver in the Robust Porter category. This beer shows bittersweet flavors of coffee and dark chocolate, with a very"
1192,Essential Pale Ale®,Pale Ale - American,35 IBU,5.5% ABV,Essential Pale Ale® is a deep golden color with hop aroma reminiscent of fresh fruit. The pleasing bitter taste from American hops is balanced with English
1193,Tidings® Ale,Belgian Strong Golden Ale,25 IBU,8.5% ABV,"Tidings® is a strong, spicy Belgian-style blonde ale brewed with local wildflower honey and 100% Virginia grown wheat. These local ingredients store away"
1194,Maniacal® Double IPA,IPA - Imperial / Double,85 IBU,8.9% ABV,"Deep golden with subtle orange hues, Maniacal® Double IPA perfectly balances hop bitterness, tropical and citrus aromatics, and malt structure. This deceptive"
1195,Downright® Pilsner,Pilsner - Czech,43 IBU,4.8% ABV,"Downright® Pilsner is a deep golden color and medium bodied, with a soft round malt profile and crisp and spicy hop character on the finish. This lager"
1196,Oktoberfest,Märzen,24 IBU,5.2% ABV,"Port City Oktoberfest is a Märzen-style lager, brewed with German malts and hops, and served in the “Keller” or “Zwickel” style - meaning unfiltered and"
1197,Ways & Means®,IPA - Session,55 IBU,4.7% ABV,"Ways & Means® is a session IPA brewed with rye, pouring golden amber in color with a slight haze. This crisp IPA has notes of citrus and tropical fruit"
1198,Integral® IPA,IPA - American,60 IBU,7% ABV,"Breathe deep: Integral IPA is all about big, complex hop aromas. A refined, dry body serves as the golden-hued canvas for layers of hop character - think"
1199,Long Black Veil®,IPA - Black / Cascadian Dark Ale,65 IBU,7.5% ABV,"Inspired by the local legend of the Female Stranger, Long Black Veil® is jet black with a tan foam. Piney, citrusy hops burst from the inky depths to"
1200,Metro Red®,IPA - Red,60 IBU,6.5% ABV,"Metro Red® is an American Red IPA with notes of sweet citrus and pine in the aroma. This medium bodied brew has flavors of dark caramel and citrus, finishing"
1201,Derecho Lager®,Lager - American,24 IBU,4.8% ABV,"Derecho Lager® is named after a violent storm which barreled through the DC Metro region on June 29th, 2012. Brewed with 100% Centennial hops, this American"
1202,Tartan® Ale,Scottish Ale,24 IBU,5% ABV,"Scottish beers in the 1800’s were taxed on their strength, with the strong and better quality beers costing more. Customers developed the habit of asking"
1203,Beach Drive,Golden Ale,21 IBU,4% ABV,"Beach Drive is an American Golden Ale brewed with a blend of Pilsner, Vienna, and Munich malt for a subtle sweetness, finishing toasty and dry. This single"
1204,Rivershed® Ale,Pale Ale - American,30 IBU,5.5% ABV,"Rivershed® Ale is our tribute to the Chesapeake Bay and the rivers that flow into it. This dry-hopped pale ale is brewed with 100% Virginia grown wheat,"
1205,Revival Oyster Stout,Stout - Oyster,38 IBU,5.5% ABV,"Port City Revival Stout is a limited edition beer that we made with oysters from War Shore Oyster Company. Crafted by Head Brewer Jonathan Reeves, this"
1206,Franconian Kellerbier,Kellerbier / Zwickelbier,35 IBU,5% ABV,"Franconian Kellerbier is a hop forward German-style lager. The naming of Kellerbier suggests that it was originally served from the beer cellar or “Keller,”"
1207,Rauch Märzen,Rauchbier,30 IBU,5.5% ABV,"Rauch Märzen is a traditional Bamberg-style smoked Märzen lager brewed with all Bavarian malt and hops. Brilliant copper in color, this beer showcases"
1208,Mexican Dark Lager,Lager - Vienna,24 IBU,5% ABV,Port City’s Mexican Dark Lager draws inspiration from the dark lagers of Mexico known as Oscura lagers. This lager pours chestnut in color with a bright
1209,Ideaal Tripel,Belgian Tripel,35 IBU,8.5% ABV,"Drawing inspiration from Belgium’s monastic brewing tradition, Ideaal Tripel is a golden-hued abbey ale with a dense cap of mousse-like foam. Subtly sweet"
1210,Star Sailor®,IPA - White,40 IBU,6.2% ABV,"Exploring the limits of IPAs, Star Sailor® White IPA converges two of our favorite styles: a Belgian-style witbier and an American IPA. Enjoy the gravitational"
1211,Hazy ipa,IPA - New England / Hazy,35 IBU,6.8% ABV,"Brewed to highlight hop aroma and flavor, Hazy IPA has intense notes of tropical fruit and bright citrus on the nose. Super juicy flavors of mango, peach,"
1212,German Pilsner,Pilsner - German,35 IBU,4.6% ABV,"Looking to Germany for inspiration, our German Pilsner is drier and blonder than the classic Bohemian-style pilsner. Brewed with pilsner malt and Noble"
