,Name,style,IBU,ABV,Description
2375,SadoMagicAle,Red Ale - Other,33,6.66,Alchemic knowledge yields pleasure in both sweet and tart malt-derived flavors while dry hops add lemon and pineapple aroma in this ambe
2376,Slow Riser: Natural Ethiopia Reko,Red Ale - Other,10,5.2,Coffee by Bangarang Coffee Roasters: Natural Et
2377,"What Is That, Velvet?",Red Ale - Other,20,5.4,Red Ale - Other
2378,Rye Barrel Aged Clash of Clanns,Red Ale - Other,25,10.5,Rye b
2379,Cliff Claven,Red Ale - Other,22,5.1,Flavors of caramel malt with a clean 
2380,Let's Drink S'more,Red Ale - Other,29,5.8,"Malty goodness, gooey marshmallow, and graham crackers in a beer? Yep. And it tastes like fall. So Let's Dr"
2381,Sailor's Delight,Red Ale - Other,25,5.5,Red Ale - Other
2382,Deppen's Red And Black,Red Ale - Other,23,6.0,Red Ale - Other
2383,Fanatic Flannel,Red Ale - Other,23,5.7,Red Ale - Other
2384,Knit Ninja,Red Ale - Other,25,6.0,Red Ale - Other
2385,Mountain Traffic,Red Ale - Other,60,7.8,"This is for the bottled version released in 2019... This hoppy and malt-forward red ale is robust and bursting with rich, hop flavors and a balanced malt body. Read Less"
2386,Quiet Corners,Red Ale - Other,28,7.3,"Imagine a Belgian Dubbel, but lighter in color and somewhat fuller bodied. Belgian Amber/Red. An autum"
2387,The Maestro's Beer,Red Ale - Other,26,6.3,"Malty with hints of roasty grain, finished with English E. Kent Goldings hops. Balanced "
2388,Longhorn Devil Went Down To Texas,Red Ale - Other,66,6.6,Red Ale - Other
2389,Storm the Beach,Red Ale - Other,28,6.0,Red Ale - Other
2390,Brule River Red,Red Ale - Other,34,6.7,Red Ale - Other
2391,Scribble Jam,Roggenbier,25,9.0,Roggenbier
2392,Rye Dream of Ginger,Roggenbier,25,7.6,Roggenbier
2393,Roggenbier,Roggenbier,16,5.0,Roggenbier
2394,Das Röggenbier,Roggenbier,19,5.0,Roggenbier
2395,Roggenbier,Roggenbier,19,5.3,"Simply put, a rye hefeweizen. Aroma of rye, banana and clove make way to a medium body with a rye sp"
2396,Hurdy Gurdy,Roggenbier,15,4.8,"Bavarian-style ale with malted rye. Six-row, rye, Hersbrucker hops, and Bavarian"
2397,Jolly Roggen,Roggenbier,20,5.2,Rye beer fermented with hefeweizen yeast. Notes of spiced pear from the yeast. 
2398,Roggenschnizzle,Roggenbier,12,5.8,Roggenbier
2399,RYEteous Knight,Roggenbier,18,6.0,"It’s all about the malt, …RYE malt that is! The RYEteous Knight from Rabbit Hole Brewing showcases a lesser known, but very bold, classic German beer style, the Roggenbier. Rye malt, used as 50% of the grist provides a rich, smooth mouth-feel with a “spicy” flavor profile. Munich and Crystal malts surround the rye and complement the spiciness with a toffee-like malt sweetness. This ale is fermented with a unique German yeast strain which adds clove flavors to the palate provided by the gallant grain combination. We hope you enjoy this beer as Rabbit Hole Brewing’s RYEteous Knight epitomizes and protects our craft beer mantra for the bold and valorous combination of flavors! Read Less"
2400,I Love Roggen Roll,Roggenbier,13,5.8,Roggenbier
2401,Roggen the Lightning,Roggenbier,17,5.0,"A traditional German-style rye ale, name inspired by the Beard's popular Rye the Lightni"
2402,GoldenRye,Roggenbier,15,5.4,Roggenbier
2403,Rock-Biter Roggenbier,Roggenbier,19,4.9,Roggenbier
2404,Rot Rauch Roggen,Roggenbier,26,6.25,Roggenbier
2405,Roggenbier,Roggenbier,15,6.4,Roggenbier
2406,Jo,Roggenbier,14,6.0,Roggenbier
2407,Hansel And Gretel,Roggenbier,20,5.5,Roggenbier
2408,Roggen Weizen (Select Series),Roggenbier,20,7.0,"Our roggen weizen is a stronger version of a German hefeweizen with rye malt added. The beer contains 20% malted rye as well as malted wheat and barley. The rye gives the beer a distinctive sweet flavor and aroma. We used a Bavarian yeast strain that gives the beer banana and bubble gum-like flavors and aromas. We used German Perle hops in very small amounts so the flavors of the rye, wheat, and yeast predominate. This beer is not filtered and cloudy in appearance, but still very refreshing. Read Less"
2409,Tell Me Rye,Roggenbier,11,5.8,Roggenbier
2410,New Bavaria Roggenbier,Roggenbier,20,6.1,Roggenbier
2411,Rye on Rye on Rye on Rye,Rye Beer,21,15.5,"Pouring deep garnet in color, Rye on Rye on Rye on Rye pops with aromas of spicy, fruity rye malt and massive notes of rye whiskey, vanilla, toffee and charred oak. Certainly warming at 15.5% ABV, Rye on Rye on Rye on Rye is of medium body offering chewy caramel/toffee malt character balanced by earthy, herbal, citrusy Styrian Golding and Citra hops that give way to sweet, spicy rye whiskey character in a slow sipper that blurs the line between beer and whiskey.

Rye on Rye on Rye on Rye was created using the following aging regiment:
First Aging – 10 Year Canadian Rye Whiskey barrels – 1 year
Second Aging – Templeton Rye barrels – 6 months
Third Aging – Woodford Rye barrels – 6 months

Rye on Rye on Rye on Rye is 100% barrel-aged. Read Less"
2412,Rye on Rye on Rye (2016),Rye Beer,33,14.6,"Inspired by the success of our ""X"" series of special Imperial Stout releases, we've embarked on a journey to the outer reaches of our popular Rye-on-Rye. For this inaugural release, a rich, tawny rye ale is aged in first-use rye whiskey barrels then transferred to yet another set of first-use rye whiskey barrels for a second aging, effectively resulting in ""Rye-on-Rye-on-Rye."" Read Less"
2413,Rye on Rye on Rye (2017),Rye Beer,33,14.0,"Inspired by the success of our ""X"" series of special Imperial Stout releases, we've embarked on a journey to the outer reaches of our popular Rye on Rye. For this inaugural release, a rich, tawny rye ale is aged in first-use rye whiskey barrels then transferred to yet another set of first-use rye whiskey barrels for a second aging, effectively resulting in ""Rye on Rye on Rye."" Read Less"
2414,Rye On Rye 6 (2019),Rye Beer,16,12.9,"Templeton Rye is typically barrel-aged for at least four years. Occasionally, however, a special batch is allowed to slumber for two more. To our great good fortune, those six-year barrels found their way to us. This tawny celebration of spicy rye malt and rye whiskey offers notes of vanilla and charred oak, with a delightful boozy sweetness. Read Less"
2415,Rye On Rye Maple (2020),Rye Beer,16,13.2,"Aged to perfection, this newest iteration of Rye on Rye is bold and complex, with aromas of maple syrup, caramel, butterscotch, hazelnut and oaky vanilla that emanate from the glass. The finish on each sip is deceptively smooth for a beer with these epic levels of robust booze character. Read Less"
2416,Rye-on-Rye X - Sazerac,Rye Beer,29,11.8,"For the second Rye-on-Rye X release, we drew inspiration from the famous New Orleans cocktail, the Sazerac. The official recipe is composed of rye whiskey, absinthe or Herbsaint, a sugar cube and bitters all garnished with a lemon peel. To translate this classic cocktail into a beer, we brewed batches of the base rye beer that received spice additions mimicking bitters as well as lemon peel during the boil. The resulting wort was fermented with our house Scottish ale yeast before being aged in freshly emptied Templeton Rye barrels. Read Less"
2417,Rye On Rye,Rye Beer,33,12.2,Rye Beer
2418,Rye-on-Rye,Rye Beer,47,12.0,"Why Rye? This assertively flavorful grain is more often associated with whiskey than with ales. Even in that arena, it has largely been eclipsed by corn and barley, the sources of bourbon and scotch. But when we procured some seasoned barrels from our friends at Templeton Rye, we asked ourselves, “Why not?” Why not brew a rich, tawny rye ale, then mellow it in the warmth of charred oak rye whiskey casks? Two kinds of malted rye provide spicy sweetness, giving way to notes of caramelized wood and the citrusy tang of Perle, Magnum, and Saphir hops before easing into a dry, lingering finish. Read Less"
2419,Sweet Potato Soufflé Rye Ale,Rye Beer,31,11.0,"A big, warming spiced (cinnamon, nutmeg, and lactose) strong ale brewed with sweet potato and aged in rye whisk"
2420,Manhattan Social Club,Rye Beer,9,12.5,Rye Beer
2421,Sleeper In the Rye,Rye Beer,35,14.0,Rye Beer
2422,Manhattan Double Rye Ale,Rye Beer,15,12.7,Rye Beer
2423,Red Ryeno Imperial Red Rye Ale,Rye Beer,42,9.0,Rye Beer
2424,10th Anniversary Imperial Rye Ale,Rye Beer,46,12.0,Imperial Rye Ale a
2425,Marbled Buffalo: Barrel Aged Rye,Rye Beer,23,8.0,Rye ale aged in bourb
2426,Rye Death,Rye Beer,75,10.8,"A ryewine, brewed with lots of Rye and Midnight Wheat Malt"
2427,6th Anniversary Rye Wine,Rye Beer,70,11.0,Our Sixth Anniversary Rye Wine was brewed in three distinct batches with three unique recipes by our three brewers and blended in the fermentation tank. We then aged it in a combination of Rye Whiskey and Bourbon Barrels to add yet another layer of complexity. Malty and spicy from the rye malt with distinctive oak and bourbon notes from the barrels. Read Less
2428,General Sherman,Rye Beer,64,6.4,Rye Beer
2429,Manhattan Style Rye Ale,Rye Beer,35,10.4,Rye Beer
2430,Rye'm Or Treason,Rye Beer,55,10.3,Rye Beer
2431,"Retribution Rye (Barrel Aged, 2018 Release)",Rye Beer,60,9.0,Rye Beer
2432,Ryeway To Heaven,Rye Wine,25,15.8,Rye Wine
2433,Grim Shearer,Rye Wine,67,11.4,Rye Wine
2434,Barrel-Aged Antiquity,Rye Wine,78,10.5,Rye Wine
2435,French Quarter,Rye Wine,30,11.1,Rye Wine
2436,Attila The Hen,Rye Wine,46,12.7,An imperial version of Kentucky Ryed Chiquen. A rye amber ale aged in rye bourbon barrels f
2437,Antiquity,Rye Wine,78,12.1,Rye Wine
2438,Rye Wine,Rye Wine,36,9.8,Rye Wine
2439,Wild Card Rye,Rye Wine,50,10.75,Rye wine aged in wild turkey bour
2440,Samuel Jackson’s M——- F——- Rye Wine,Rye Wine,74,8.7,50% Rye Malt....Fifty freakin percent rye! Dosed with doses of M
2441,Barrel Aged Panic Switch,Rye Wine,50,11.0,Rye Wine
2442,SNAFU Rye Wine,Rye Wine,40,9.2,Rye Wine
2443,Big Eddy Ryewine Ale,Rye Wine,33,10.0,"Inspired by the malted rye beers of our German ancestors, Big Eddy Ryewine Ale combines old world ingredients with the character of today’s American barleywines. A blend of multiple rye notes awaken a spicy complexity while a puzzle of stone fruits, toffee, caramel and molasses flavors create the intense depth of this robust style. Read Less"
2444,Black Lager,Schwarzbier,22,5.0,Schwarzbier
2445,Bourbon Sustenance,Schwarzbier,25,8.5,Schwarzbier
2446,Oblivion Black Lager,Schwarzbier,30,5.2,"Dark, Roasty, Luscious. Our Schwarzbier has notes of chocolate & coffee while finishing clean "
2447,Schwarzbier,Schwarzbier,24,4.5,Schwarzbier
2448,LV Gehts,Schwarzbier,15,6.0,Schwarzbier
2449,Double Midnight,Schwarzbier,24,9.4,Imperial version of Midni
2450,Schwarzbier,Schwarzbier,28,4.4,"Smooth, flavorful black lager with dark chocolate, coffee, amd "
2451,Nox Illuminate,Schwarzbier,20,5.0,Schwarzbier
2452,Bourbon Barrel Black Beer,Schwarzbier,28,6.0,Schwarzbier
2453,Maud' Doob Imperial Schwarzbier,Schwarzbier,15,7.5,Schwarzbier
2454,Bourbon Barrel Aged Sustenance Black Beer,Schwarzbier,25,8.5,Schwarzbier
2455,Küsterer Schwarzbier,Schwarzbier,16,6.1,Schwarzbier
2456,Matte Black,Schwarzbier,20,5.0,Schwarzbier
2457,Schwarz Side Barrel-Aged Black Lager,Schwarzbier,40,7.5,Schwarzbier
2458,Das Kleine Schwarz Einhorn,Schwarzbier,23,5.5,Schwarzbier
2459,7th Evil Ex,Schwarzbier,25,5.5,"A delightful black lager with a light, crisp body and ro"
2460,The Good Schatz,Schwarzbier,25,4.8,Schwarzbier
2461,Bishop's Barrel No. 5,Scotch Ale / Wee Heavy,19,12.0,"The base beer is Divine Reserve No. 4, brewer Vince Mandeville’s Wee Heavy recipe that won the gold medal at the 2008 World Beer Cup in Strong Scotch Ale category. Here are his tasting notes:

The flavors and aromas of the base beer are true to the Divine Reserve No. 4. It is filled with caramel, toffee, dried figs, cocoa and a slight peatiness. Where it deviates is with the roundness of flavors the bourbon barrel contributes. Vanilla, cinnamon and touch of rich earthy pipe tobacco mix with an alcohol warmth that adds to the rich creaminess. The great thing about this beer is that the barrel aging adds to the whole without taking away the character of the original.

The warmer this beer gets the better it tastes. We recommend enjoying between 55°F and 60°F. Read Less"
2462,Brewer's Reserve Bourbon Barrel Scotch Ale,Scotch Ale / Wee Heavy,29,12.0,Scotch Ale / Wee Heavy
2463,Wulver,Scotch Ale / Wee Heavy,22,12.0,A wee heavy ale aged in bourbon barrels for
2464,Backwoods Bastard,Scotch Ale / Wee Heavy,50,11.0,Scotch Ale / Wee Heavy
2465,Splinters,Scotch Ale / Wee Heavy,34,10.8,Bourbon barrel aged Se
2466,Trip in the Woods: Maple Scotch,Scotch Ale / Wee Heavy,28,9.8,Scotch Ale / Wee Heavy
2467,Gravedigger Billy,Scotch Ale / Wee Heavy,25,13.2,Scotch Ale / Wee Heavy
2468,Captain of the Coast,Scotch Ale / Wee Heavy,25,9.5,Scotch Ale / Wee Heavy
2469,Perpetual Peace,Scotch Ale / Wee Heavy,21,12.3,"Aged in the barrels, the be"
2470,Texas Bourbon Barrel Series Wee Heavy,Scotch Ale / Wee Heavy,25,12.0,"Limited Edition. Malty, sweet, caramel, stron"
2471,Sympathy Weight,Scotch Ale / Wee Heavy,30,12.0,Scotch Ale / Wee Heavy
2472,Bourbon Barrel Aged Highland Charge (2021),Scotch Ale / Wee Heavy,20,11.0,Scotch Ale / Wee Heavy
2473,Diddy Muckle,Scotch Ale / Wee Heavy,23,11.4,Scotch Ale / Wee Heavy
2474,Bourbon Barrel-Aged Drafty Kilt,Scotch Ale / Wee Heavy,26,8.5,Scotch Ale / Wee Heavy
2475,5th Anniversary Bourbon Barrel Aged Smoked Wee Heavy,Scotch Ale / Wee Heavy,20,14.0,"1/3 of the grist was smoked in house with the barrel staves from our previous barrel aged release. Two mashes, a 10 hr boil, and aged in fresh Maker’s Mark Bourbon Barrels for six months. Read Less"
2476,Bourbon Barrel Aged Lord Grizzly,Scotch Ale / Wee Heavy,29,11.6,Lord Grizzly Scotch Ale aged in bourbon casks. Balanced malt and whisk
2477,PV Muckle,Scotch Ale / Wee Heavy,23,8.0,"When Wee Muckle won Gold for Scotch-style Ale at the 2011 Great American Beer Festival®, we thought it might still have room for improvement. PV Muckle takes that Gold Medal winning beer a step further by aging it in Bourbon Barrels, rounding out the toffee flavors with hints of molasses, caramel apple, brown sugar, vanilla, and oak. Read Less"
2478,Wee Heavy Barrel Aged,Scotch Ale / Wee Heavy,20,11.0,Barrel Aged In Templeton Rye Whis
2479,Gray's Lake Nessie (w/ Hazelnut Coffee),Scottish Ale,17,5.7,Scottish Ale
2480,Bourbon Barrel Aged Drafty Kilt - Tiramisu,Scottish Ale,26,8.5,"It's our Bourbon-Barrel Aged Drafty Kilt, but with more stuff in it. This small-batch version is inspired by the classic Italian dessert"
2481,Wulver Latte,Scottish Ale,22,11.5,Scottish Ale
2482,Barrel Aged Emergency Malt Kit,Scottish Ale,22,9.6,Scottish Ale
2483,Bourbon Barrel Aged Drafty Kilt - Maple Bacon,Scottish Ale,26,8.5,Scottish Ale
2484,Barrel Aged Barton Hall,Scottish Ale,25,9.0,"Scotch ale aged for 12 months in Buffalo Trace bourbon barrels and paired with a rich sweet malt, toffee and carame"
2485,SRB,Scottish Ale,24,6.5,Scottish Ale
2486,Bourbon Barrel Aged Drafty Kilt - Apple Cinnamon,Scottish Ale,26,8.5,Scottish Ale
2487,Robert the Bruce,Scottish Ale,24,6.5,A full-bodied Scottish-style Ale with a well-rounded malty profile and roasted biscuit-
2488,Great Scot!,Scottish Ale,24,6.8,Scottish Ale
2489,Lion's Share V: Anniversary Ale,Scottish Ale,34,9.6,"For our fifth anniversary brew we looked to the Highlands of Scotland for inspiration, imagining a beer fit for a king. A traditional Scottish ale fit the bill nicely, featuring rich malt and a subtle smokiness, but not too cloying or heavy for a summer release. Aged for months in both 26-year-old Speyside, single malt Scotch whisky barrels and American oak bourbon barrels, it features an array of flavors while never allowing one note to overpower another. The peat smoke intermingles nicely with the vanilla notes from the bourbon, while toffee, honey, and candied fruit round out the beer. The resulting blend is a delicious dram that we think you’ll enjoy sharing with others. Read Less"
2490,Highland Hymn,Scottish Ale,18,6.5,Scottish Ale
2491,KIND Scotsman,Scottish Ale,26,4.3,Scottish Ale
2492,Gray's Lake Nessie (Cedar Ridge Single Malt Barrel-Aged),Scottish Ale,21,8.0,Scottish Ale
2493,Ocular Love,Scottish Ale,26,9.9,Scottish Ale
2494,St. Martin's Cross,Scottish Ale,28,10.0,Big scotch ale. Huge barrel age sco
2495,Vanilla Chocolate Wee Mac,Scottish Ale,23,5.3,Scottish Ale
2496,Emergency Malt Kit,Scottish Ale,22,7.0,Scottish Ale
2497,Going Plaid,Scottish Ale,23,8.0,Scottish Ale
2498,Union Series #7: 120 Shilling Export Ale,Scottish Export Ale,35,9.5,Scottish Export Ale
2499,ClanDestine,Scottish Export Ale,21,6.5,Scottish Export Ale
2500,Rusty Kiltpin - NITRO,Scottish Export Ale,20,5.3,Your favourite Scottish ale now with the smooth creamines
2501,Java Mac,Scottish Export Ale,23,5.3,Scottish Export Ale
2502,McNair's,Scottish Export Ale,16,5.0,Scottish Export Ale
2503,Port Barrel Wee Mac,Scottish Export Ale,23,5.3,"The Port Barrel version of our Wee Mac Scottish-Style Ale spent 14 months in a Brown County Winery Port barrel, bringing a unique Sour/Wild Ale character to the beer.
Read Less"
2504,Wail of the Banshee,Scottish Export Ale,19,5.4,Wail of the Banshee reads with a subtle caramel sweetness and a hint of bu
2505,Freedom,Scottish Export Ale,22,5.7,Scottish Export Ale
2506,Kilty Conscience,Scottish Export Ale,21,5.8,Scottish Export Ale
2507,Cinàed,Scottish Export Ale,20,6.2,Scottish Export Ale
2508,Wings of Destiny,Scottish Export Ale,20,4.43,Scottish Export Ale
2509,Scottish Ale,Scottish Export Ale,35,6.0,Scottish Export Ale
2510,Scottish Export,Scottish Export Ale,30,5.3,"A grainy, rich, caramel malt focus is balanced with a touch of bittering hops, then finishes with sweet heather on the nose"
2511,Happy Tendencies,Scottish Export Ale,50,5.5,Scottish Export Ale
2512,Baggy Tights,Scottish Export Ale,25,5.6,Scottish Export Ale
2513,Barred Owl,Scottish Export Ale,27,5.8,Scottish Export Ale
2514,Old Man Jameson,Scottish Export Ale,18,5.2,Scottish Export Ale
2515,Clinch River Monster,Scottish Export Ale,29,5.5,Scottish Export Ale
2516,Legend,Scottish Export Ale,27,7.8,Scottish Export Ale
2517,Raiding the Highlands Scottish Ale,Scottish Export Ale,21,5.5,Scottish Export Ale
2518,The Kurgan (Barrel-Aged),Scottish Export Ale,25,5.8,Scottish Export Ale aged in bour
2519,Scott's View,Scottish Export Ale,20,5.5,"Smooth and malty with complex flavors of caramelized sugar & dark/dry fruit, lingering sweet caramel, creamy mouthfeel and silky sm"
2520,Loch Leann,Scottish Export Ale,21,5.3,"Roughly translated as “Beer Lake,” our delightfully sessionable Scottish Ale pours a beautiful deep amber with a rich, slightly sweet malt backbone. Prepare to be taken on a relaxing journey to the picturesque Scottish countryside as you sit back and relax in peaceful splendor and Loch Leann’s caramel notes embrace your palate. Join your friends, both new and old, in the Scottish Gaelic cheers to good health, “slàinte!” Read Less"
2521,Malt Tank,Scottish Export Ale,17,5.0,Our award winning Scottish malt bomb that blends caramel sweetness with a touch of roast
2522,Many Goblins & Trolls,Scottish Export Ale,16,5.0,Scottish Export Ale
2523,Malty by Nature,Scottish Export Ale,18,5.1,Scottish Export Ale
2524,East Highlands,Scottish Export Ale,26,5.1,Sugar Creek's Ye Olde malt and traditional English hop varieties provide the backbone for our Sc
2525,Scottish Ale,Scottish Export Ale,44,5.7,Scottish Export Ale
2526,Robert Burns Scottish Export Ale,Scottish Export Ale,23,8.3,Annually tapped at our Robert Burns Dinner
2527,Scottish Export Ale,Scottish Export Ale,26,5.6,Scottish Export Ale
2528,Naughty Angus Scottish Export,Scottish Export Ale,22,5.1,A malt-forward Scottish ale with caramel and biscuit flavors. A trio of English hops bring balance to this pale copper co
2529,Yee-Haw Eighty,Scottish Export Ale,20,5.0,Scottish Export Ale
2530,Wee William Wallace Scottish Ale,Scottish Export Ale,25,6.2,Scottish Export Ale
2531,Scottish Red,Scottish Export Ale,24,4.7,Scottish Export Ale
2532,Clown Nose,Scottish Export Ale,23,5.3,Scottish Export Ale
2533,Blueberry Turbo Shandy Citrus Ale,Shandy / Radler,7,7.0,Hoppin Frog's Turbo Shandy infused with
2534,Tequila Barrel-Aged Turbo Shandy Citrus Ale,Shandy / Radler,7,7.0,Shandy / Radler
2535,Orange-Mango Citra Shandy,Shandy / Radler,35,4.0,"fruity, juicy, easy drinker based off of our West Coast"
2536,Five Fred's Grapefruit Shandy,Shandy / Radler,7,8.0,"To celebrate their 125th Anniversary, Acme Fresh Markets collaborated with us to create this refreshing combination of citrus and light malt flavors. Founded in 1891 by Fred Albrecht, Acme Fresh Market has been feeding families for over 125 years. Five Fred's Grapefruit Shandy is named Acme's 4 generations of Fred Albrechts and Hoppin Frog's founder, Fred Karm. Cheers to that! Read Less"
2537,The Florida Turbo Shandy Citrus Ale,Shandy / Radler,7,7.0,Shandy / Radler
2538,Barrel Aged Turbo Shandy Citrus Ale,Shandy / Radler,7,7.0,Shandy / Radler
2539,Hot Pepper Barrel-Aged Mango Turbo Shandy Citrus Ale,Shandy / Radler,7,7.0,Shandy / Radler
2540,Margarita Shandy,Shandy / Radler,10,4.2,Our Lemon Shandy aged on pounds of lime juice and
2541,Citrasaurus,Shandy / Radler,5,3.2,Shandy / Radler
2542,Lisa's Lemonade-Lemon Ginger Shandy,Shandy / Radler,22,3.0,Shandy / Radler
2543,Lemon Shandy,Shandy / Radler,10,4.3,A clean German lager mixed with our favorite classic lemonade. Our Shandy is crisp and crushable. Look no further for the perfect s
2544,Grapefruit Turbo Shandy Citrus Ale,Shandy / Radler,7,7.0,Shandy / Radler
2545,Peach & Love,Shandy / Radler,10,3.8,A Peach Wheat Shandy made with NJ wheat harvested and malted at Rabbit Hill Farms in 
2546,Strawberry Sunset,Shandy / Radler,10,4.4,Shandy / Radler
2547,Mahalo Pineapple Radler,Shandy / Radler,2,4.6,"A light sessionable golden ale blended with pineapple, for a slightly sweet, tart and effervescent ale bursting with tropi"
2548,Roaring Twenties Radler,Shandy / Radler,20,4.0,Shandy / Radler
2549,Pineapple Radler,Shandy / Radler,12,3.8,"A low-alcohol, sessionable German-style beer-blend with pineapple juice good for a hot day or after"
2550,Porch Swing,Shandy / Radler,12,4.7,Shandy / Radler
2551,Big Twin Beer Toss Shandy,Shandy / Radler,18,6.0,This Shandy starts with a wheat beer base and is wet hopped (correct word? Not sure) with refreshing lemonade. 6% ABV - IBUs (Do
2552,Margarita Radler,Shandy / Radler,19,5.0,Shandy / Radler
2553,Apple Cider Ale,Shandy / Radler,10,4.0,A clean American Ale blended with our favorite fresh apple cider. Cinnamon sticks. were added into fermentation to create a crisp
2554,The Grove,Shandy / Radler,10,4.5,Shandy / Radler
2555,Mocha & Cigarettes,Smoked Beer,40,8.9,Smoked Beer
2556,Maple Barrel Aged Smoked Porter,Smoked Beer,45,9.1,"Chocolate Mousse, Mapl"
2557,Bar Fly,Smoked Beer,45,11.6,Smoked Beer
2558,UNSTOUTTD,Smoked Beer,55,10.0,Smoked imp
2559,Gjærkauk,Smoked Beer,25,5.7,Smoked Beer
2560,Uísque Fumaça,Smoked Beer,35,7.0,"Aged in Rye Whiskey barrels for 9 months. Smokey on the nose, heavy on vanilla, caramel, & there’s a touch "
2561,Smoke,Smoked Beer,50,8.2,Smoked Beer
2562,Rauchbier Hell,Smoked Beer,21,5.1,"Collab w/ Wayfinder Beer, modeled after Schlenkerla's Helles. Smoky aroma and flavor with a crisp, bri"
2563,VariaBull Batch 002,Smoked Beer,30,7.0,The second entry in our new rotating experimental series. VariaBull Batch 002 is a Smoked Brown Ale with Coffee from NJ's own Coffee B
2564,Smoke Me Out,Smoked Beer,23,6.1,Smoked Beer
2565,Sue,Smoked Beer,40,9.1,Smoked Beer
2566,Immolation of Hallowed Fields Smoked Porter,Smoked Beer,34,6.5,Smoked Beer
2567,Exilis,Sour - Berliner Weisse,4,3.8,Sour - Berliner Weisse
2568,Noble Star Collection: Dawn of Aurora,Sour - Berliner Weisse,5,7.5,"A ""Starkbier"" style Berliner Weisse. Aged in our 1936 cypress wood lagering tank for complex fruity and intensely refreshing acidity.

Dawn of Aurora is honey-orange in color with a white foam head. Predominantly fruity notes of pineapple, apricot and pear are accompanied by an intense yet refreshing acidity and sparkling carbonation. Read Less"
2569,Tea Weiss,Sour - Berliner Weisse,4,4.1,Sour - Berliner Weisse
2570,Freestylin',Sour - Berliner Weisse,20,6.0,"Collaboration with Toll Road Brewing, Sour ale treated to taste like a cherry cola, or as the kids know it...a "
2571,Bretta Weisse,Sour - Berliner Weisse,5,4.9,"Imagine yourself in Berlin’s Tiergarten enjoying this refreshing Berliner Weisse inspired beer on a warm summer’s day. Bretta Weisse honors the traditional beverage of the great Prussian capital, Berlin. Fredrick-the-Great was trained to brew it, and Napoleon’s troops called it “The champagne of the North”. Firm estery notes of stone and tropical fruit lead to Funky, yeasty, citrus aromas. Soft cereal and Oak flavors are enveloped by a firm acidity and tartness. The finish is dry and crisp; a thoroughly enjoyable beverage. At 4.9% ABV, one could imagine enjoying several Bretta Weisse’s in the Tiergarten, or anywhere else. This Berliner Weisse inspired Wheat beer was aged in 1700 gal French Oak horizontal foeders for 8 months. Read Less"
2572,Twisted Zweig: Hallertau Blanc,Sour - Berliner Weisse,4,8.0,Sour - Berliner Weisse
2573,Noble Star Collection: Tidal Disruption,Sour - Berliner Weisse,3,3.9,Berlin style wheat ale aged on blackberries. Latest in the Noble Star 
2574,Rampart Junction,Sour - Flanders Oud Bruin,15,9.2,"Rampart Junction is our red wine barrel-aged peach sour (Empty Hats is the base beer). After 11 months in red wine barrels, we added 50lbs per barrel of fresh, organic, heirloom peaches, which spent 5 months in the barrels before bottling. The resulting beer is completely saturated with fresh peach flavor & aroma, complimented by a hugely funky aroma & a strong sourness. Rampart Junction is a laser beam of sour peach awesomeness. Read Less"
2575,Empty Hats,Sour - Flanders Oud Bruin,15,7.4,"Empty Hats is our red wine barrel-aged Oud Bruin. It features loads of dark fruit, horse blanket, and oak in the aroma. The flavor starts with a big red wine component, quickly followed by a strong tartness, funk, and a hint of warm malt on the finish, which lingers for ages. This is a very complex & extremely flavorful beer featuring the most red wine character of our sours. Read Less"
2576,The River To Hell Runs Red,Sour - Flanders Oud Bruin,5,8.5,Sour - Flanders Oud Bruin
2577,Hollow Mountain,Sour - Flanders Oud Bruin,15,8.2,Sour - Flanders Oud Bruin
2578,Oud Bruin Kriek,Sour - Flanders Oud Bruin,10,9.3,Sour - Flanders Oud Bruin
2579,Zure Bruine,Sour - Flanders Oud Bruin,15,6.2,Oud Bruin Sour Brown style aged in wet Merlot barrels for
2580,The River To Hell Bleeds Black,Sour - Flanders Oud Bruin,10,7.5,Sour - Flanders Oud Bruin
2581,Ol Oi! (Batch 5),Sour - Flanders Oud Bruin,16,6.2,Barrel aged sou
2582,Bourbon Barrel Aged Oblivion,Sour - Flanders Red Ale,15,10.5,Sour - Flanders Red Ale
2583,RU55 (Blend 7),Sour - Flanders Red Ale,16,6.7,Sour - Flanders Red Ale
2584,Oude Tart,Sour - Flanders Red Ale,6,8.0,"Oude Tart is a Flemish-Style Red Ale aged in red wine barrels for 18 months. It’s pleasantly sour with hints of leather, dark fruit and toasty oak. While this is one of the more classic beer styles that we make, it’s not a style that you can find too often in the United States. Originating in style from the Flanders region of Belgium, near the French boarder, this dark, sour ale has roots deep in brewing history and predates most of the ales that have become popular in contemporary culture. We’re doing our best to keep the tradition alive by brewing and aging this beer here on the west coast.

Beginning in 2015, Oude Tart is part of the portfolio of Bruery Terreux. Read Less"
2585,RU55 (Blend 8),Sour - Flanders Red Ale,16,6.7,Sour - Flanders Red Ale
2586,News From Nowhere,Sour - Flanders Red Ale,15,7.6,Sour - Flanders Red Ale
2587,New Fashioned,Sour - Flanders Red Ale,8,12.3,Sour - Flanders Red Ale
